"AT"	"Balt"	"BE"	"DE"	"DK"	"Es"	"Fr"	"Nl"	"No"	"Se"	"Uk"
0.265462	0.2448004	0.21529475	0.20491965	0.1916971	0.17254665	0.16129944	0.14121668	0.13349013	0.12197431	0.10742085
0.093719296	0.08887506	0.0848772	0.089493625	0.092778444	0.0910963	0.0829049	0.0736716	0.06780503	0.06381754	0.057236355
0.049026728	0.04052956	0.034402553	0.034193374	0.03953438	0.044169612	0.046765383	0.04763379	0.04634949	0.046473037	0.05388821
0.060215335	0.055101857	0.047843847	0.04251241	0.04396635	0.04261911	0.041724082	0.04351315	0.047645	0.052615903	0.06435842
0.07228783	0.07687934	0.07240606	0.066931866	0.058110982	0.05285744	0.051966622	0.061222356	0.07363031	0.07848202	0.08246733
0.08532618	0.10278686	0.123115994	0.13931985	0.1421841	0.13426442	0.14151704	0.13664822	0.13277407	0.1263992	0.1451979
0.14913192	0.15134053	0.14339896	0.14304425	0.15112528	0.15237027	0.1527461	0.14877695	0.1464575	0.15264255	0.15090872
0.16102083	0.15863892	0.15372829	0.15796798	0.15768163	0.16054	0.15926224	0.14333695	0.14544636	0.1609319	0.17488031
0.17737222	0.17235783	0.1717039	0.17868893	0.18294579	0.18836138	0.17605473	0.17084922	0.14923671	0.12541656	0.10502971
0.10289126	0.09860569	0.09343598	0.08987246	0.08785671	0.08438824	0.08250141	0.07560324	0.07342885	0.07371379	0.07587765
0.07698331	0.069632955	0.06801742	0.053368673	0.059667993	0.076372735	0.09502425	0.11704374	0.114621654	0.11355407	0.10909159
0.09300701	0.08619288	0.09592693	0.097901285	0.09151408	0.09347492	0.091436096	0.08382857	0.08213516	0.084300384	0.07532293
0.076584	0.06986524	0.06269633	0.056675587	0.047572322	0.045158587	0.04694279	0.049425006	0.05326762	0.05311932	0.057681452
0.05385681	0.058280103	0.07022403	0.09688429	0.14706361	0.18876582	0.2386362	0.26680833	0.29052925	0.3234585	0.34232658
0.33759865	0.3247726	0.32553262	0.31661576	0.35294488	0.40121624	0.44764444	0.46646252	0.48367715	0.47860456	0.47268185
0.4568762	0.45441908	0.449213	0.49797276	0.5473224	0.5599073	0.5521435	0.5451753	0.5157677	0.5338399	0.5396702
0.51483476	0.50594	0.49584433	0.49370334	0.48451385	0.47320783	0.493046	0.5035996	0.50921893	0.50885373	0.5182055
0.4739129	0.44083622	0.39961955	0.3428195	0.32562006	0.3085173	0.33845067	0.3738326	0.3983427	0.40886617	0.39183927
0.37690312	0.36736682	0.38372615	0.39762092	0.39528713	0.3692269	0.35917288	0.3709349	0.39929864	0.43484604	0.46153107
0.39130875	0.41234148	0.33097407	0.2798337	0.2445274	0.27555025	0.2965448	0.24954312	0.20309088	0.18719845	0.18954052
0.18320361	0.17802852	0.1590851	0.14402267	0.124123156	0.108182974	0.09551044	0.08312025	0.07926593	0.06775559	0.057045124
0.05464769	0.051228363	0.045173746	0.04193956	0.04207879	0.051681843	0.06397344	0.069741726	0.055078022	0.038870227	0.030032676
0.028419454	0.027173348	0.029615397	0.03026138	0.027907042	0.030886749	0.034958784	0.04140083	0.039404362	0.03665465	0.03479659
0.032872394	0.03134541	0.030751316	0.035774283	0.040562466	0.04906695	0.053324345	0.0612202	0.070288576	0.07140546	0.07029077
0.06892964	0.06923828	0.07549752	0.07374878	0.07513919	0.061984442	0.06265873	0.06477681	0.062493455	0.059698943	0.05736478
0.053298596	0.050392833	0.046513297	0.040405218	0.036927644	0.038660746	0.04379717	0.055057976	0.06894261	0.08229829	0.095366426
0.107509844	0.114898026	0.12042059	0.12411191	0.12903254	0.12704694	0.12933303	0.15311801	0.14151068	0.12766062	0.123559
0.121615246	0.11393141	0.107322596	0.104015104	0.106824376	0.10495219	0.11206179	0.12543638	0.13810506	0.14324148	0.15042032
0.15645212	0.16171958	0.16560553	0.16426986	0.14715666	0.12790821	0.12286348	0.11901018	0.11930557	0.106102526	0.09240117
0.07883904	0.07052347	0.06280855	0.05856127	0.06346695	0.06197326	0.04886642	0.043891266	0.04533408	0.05048152	0.058306023
0.06565422	0.07592173	0.07724524	0.06578308	0.061682716	0.046626285	0.049665567	0.056359153	0.061341282	0.06397266	0.058593806
0.048274767	0.044197943	0.048739564	0.05627498	0.061834943	0.06487229	0.05999916	0.0560417	0.060446806	0.06614098	0.07012863
0.07364478	0.08380093	0.111878306	0.12955375	0.14797708	0.1420485	0.15549491	0.16465843	0.15460289	0.15385365	0.17239387
0.1822833	0.18855989	0.17020847	0.1662442	0.18121636	0.19258998	0.20470823	0.21376914	0.22221044	0.21646759	0.21213444
0.21877044	0.21974659	0.22460616	0.2235677	0.264012	0.2915368	0.30937603	0.30720973	0.30916336	0.31060982	0.32255
0.3145022	0.2964343	0.2666505	0.2536793	0.24525756	0.25313193	0.2626561	0.26145	0.2512417	0.2570443	0.28340933
0.29938212	0.3110762	0.33387527	0.31998527	0.3177347	0.38116336	0.36882064	0.35672072	0.34529325	0.37469387	0.41934404
0.41446128	0.44300753	0.45834434	0.4668145	0.46807963	0.4627262	0.45662642	0.42738912	0.4213899	0.41050348	0.40078998
0.41365707	0.3979237	0.3658434	0.29757312	0.26099822	0.23855296	0.23306112	0.2445422	0.22055903	0.19286636	0.17232871
0.16750455	0.15209079	0.1603835	0.16004175	0.17337625	0.21619956	0.22817177	0.24811563	0.27778292	0.28083283	0.25616315
0.2456748	0.25165576	0.25349665	0.25563794	0.24930702	0.24306357	0.2522401	0.24959041	0.24375181	0.25407767	0.29530895
0.3509958	0.31522527	0.26904312	0.2290753	0.14809878	0.114237346	0.09682194	0.09605965	0.08860182	0.08614643	0.06376528
0.063939564	0.05943731	0.05886286	0.05673452	0.056532867	0.06273189	0.075919695	0.08745919	0.095587865	0.103179805	0.10658957
0.12065382	0.13193251	0.12959859	0.13064197	0.14505947	0.16193974	0.17255178	0.15355575	0.13019848	0.12907706	0.1354534
0.14599732	0.12213111	0.13392389	0.1499888	0.16815336	0.17525163	0.17007194	0.1566439	0.14205472	0.13376816	0.12853973
0.12827721	0.15106045	0.1756726	0.17163485	0.17018253	0.17375429	0.17107035	0.16660759	0.15968175	0.16972831	0.16825368
0.1757348	0.17017046	0.16274123	0.155503	0.16444173	0.16022743	0.13258345	0.100432545	0.08908981	0.086471856	0.09307261
0.112682216	0.13270554	0.15186627	0.1733079	0.17584302	0.21208218	0.25725645	0.28920764	0.34403104	0.35891896	0.3520601
0.31710628	0.2743794	0.2694501	0.2686138	0.27161452	0.26467907	0.27924925	0.2861915	0.2916647	0.28237626	0.26548472
0.2361927	0.2488765	0.22527125	0.21895021	0.22221689	0.22690712	0.2253004	0.24875076	0.25508356	0.27361608	0.26239452
0.24862573	0.23962523	0.24040993	0.25297242	0.2602252	0.2629778	0.25333038	0.2211896	0.20874728	0.28258654	0.3601151
0.4044952	0.41244343	0.38867092	0.39991936	0.42121458	0.45427787	0.4609594	0.43263063	0.39236864	0.39890262	0.41042748
0.44864956	0.46009305	0.46775743	0.48881963	0.51707065	0.52870905	0.5493101	0.5660351	0.5674988	0.5354695	0.5314276
0.5217038	0.52343273	0.5121584	0.48782426	0.4555455	0.41901943	0.4208504	0.40594682	0.37401754	0.3527728	0.3240507
0.31194338	0.28708372	0.25172967	0.22514786	0.20471488	0.19791384	0.1850825	0.19265807	0.21555068	0.22741033	0.21433453
0.15797979	0.14913623	0.13364165	0.12786344	0.11524316	0.10838445	0.10702202	0.10204691	0.10104931	0.088311456	0.08758215
0.08108985	0.070702575	0.07895033	0.086682774	0.09206208	0.089675546	0.08433234	0.08121401	0.07883598	0.07696385	0.07402041
0.0696962	0.06307198	0.06113165	0.07004423	0.0765841	0.08718337	0.09613333	0.09309012	0.08474047	0.07667631	0.060589425
0.04964648	0.04717471	0.050270177	0.053921714	0.070668645	0.090879425	0.0985546	0.09225354	0.086986095	0.08931338	0.09833626
0.10184297	0.09272162	0.08258312	0.06941091	0.062916346	0.052427493	0.05025486	0.047351494	0.044881746	0.042206414	0.03867798
0.03718659	0.038886458	0.038248785	0.039479923	0.04178135	0.046604265	0.049081195	0.06524953	0.086300366	0.09706517	0.09366136
0.0885978	0.09103347	0.09709067	0.100592926	0.100633256	0.093063205	0.06482382	0.057547003	0.05571141	0.057704296	0.06126507
0.058549363	0.053029772	0.048668105	0.04982176	0.053160653	0.06045353	0.06557828	0.07469294	0.075292915	0.09158011	0.1206536
0.13717905	0.14291416	0.15136108	0.15205294	0.14569569	0.13480859	0.12683463	0.11164597	0.084886275	0.0763571	0.07489558
0.07602394	0.07297388	0.068202116	0.06753189	0.0657213	0.06670317	0.06942815	0.070961036	0.073769294	0.0677334	0.07176754
0.09156641	0.119680405	0.14171919	0.15015195	0.16562258	0.17834073	0.18316887	0.18117051	0.18359047	0.17096277	0.12147109
0.107174456	0.10432242	0.11119214	0.11387745	0.110085875	0.104381576	0.09147424	0.08698503	0.089714795	0.091651075	0.096050374
0.096356176	0.1122264	0.119288854	0.13848239	0.15963066	0.16978502	0.16215162	0.15725778	0.14467072	0.13679312	0.1299864
0.12036105	0.09531185	0.08439893	0.08420263	0.08358287	0.0816727	0.0728757	0.067387804	0.06963004	0.074839115	0.08056394
0.08417793	0.08295167	0.07713104	0.08280219	0.110738315	0.11062364	0.11482813	0.11989512	0.11893523	0.1226561	0.116371356
0.10960435	0.09893321	0.09223595	0.08852734	0.10375514	0.10694047	0.106864944	0.104002655	0.096860275	0.08462246	0.08029857
0.08230497	0.08178873	0.07893321	0.07564428	0.06342718	0.06860412	0.08410387	0.10747401	0.11506413	0.1183383	0.11444428
0.118097894	0.12529646	0.11512035	0.10869018	0.10438752	0.105966	0.12009129	0.11526448	0.09900387	0.08251486	0.057504743
0.046939105	0.040267173	0.03586997	0.030956736	0.030342912	0.030917762	0.031397607	0.04102627	0.054992504	0.06989868	0.09760369
0.13266762	0.14063886	0.13912669	0.1682226	0.22394279	0.28586307	0.32184163	0.28708035	0.26986524	0.2653935	0.27482775
0.27563253	0.29261717	0.2933025	0.2985997	0.35372412	0.36576542	0.4023246	0.4510674	0.44920632	0.48938364	0.49337325
0.44596902	0.42707917	0.4336939	0.41962945	0.42369443	0.41668665	0.41013125	0.41021687	0.40227762	0.4149172	0.38167316
0.35270202	0.31720716	0.29515928	0.30787224	0.2932975	0.2846621	0.30010998	0.28784865	0.2970113	0.26400116	0.22698137
0.17897546	0.17180806	0.16380374	0.15787892	0.1425187	0.11814084	0.11380175	0.11216403	0.110221036	0.12001825	0.12599565
0.13837665	0.12295674	0.12950283	0.13331825	0.12451654	0.11072407	0.10888481	0.11781765	0.12320877	0.11801354	0.124376945
0.14382741	0.18504484	0.20232074	0.24674328	0.26221958	0.24831359	0.264443	0.2883162	0.3036885	0.276229	0.2568674
0.24994823	0.25602528	0.22360878	0.2395042	0.22246715	0.21529566	0.20131153	0.21128097	0.21496595	0.21454814	0.24940774
0.28425452	0.32688546	0.36506993	0.32209995	0.38481343	0.43028063	0.4468678	0.4452158	0.4674129	0.49464783	0.48979694
0.48411554	0.4755667	0.45417234	0.44071865	0.3244088	0.31566873	0.30052963	0.26390004	0.24644618	0.27083316	0.28059554
0.2837981	0.2657247	0.25089476	0.2604895	0.25511587	0.22690804	0.18852976	0.18900396	0.19428295	0.17088577	0.16311304
0.16209245	0.13959317	0.12813401	0.11368264	0.10929012	0.10276144	0.11118095	0.09887099	0.081114024	0.0728397	0.07230359
0.072946526	0.07431849	0.08104797	0.09026985	0.101665765	0.11837185	0.1314288	0.15600526	0.1681824	0.17396925	0.18595478
0.21080083	0.20983362	0.2004292	0.19296366	0.20119295	0.21253872	0.23190299	0.23064372	0.2059776	0.19984871	0.20761026
0.20489793	0.2196803	0.23088755	0.18859926	0.18096367	0.17688508	0.18537	0.20880426	0.23589382	0.17780222	0.1660325
0.1542389	0.12834884	0.105056494	0.1025033	0.10054552	0.11311369	0.117649704	0.13947733	0.16177146	0.19553132	0.18200737
0.20693415	0.22968788	0.26218313	0.27216595	0.27587032	0.28142902	0.314921	0.32978615	0.3207513	0.32637617	0.38748193
0.4644042	0.45840406	0.4540042	0.4654611	0.4809553	0.48403263	0.46199957	0.46286637	0.40076652	0.34253123	0.30108497
0.26265237	0.17032498	0.14400935	0.13781819	0.16275167	0.17380321	0.18587536	0.21141788	0.231141	0.21376446	0.18056531
0.17172465	0.18481012	0.20808625	0.2457061	0.27051955	0.24902387	0.22469388	0.18230806	0.16604789	0.17443003	0.1928896
0.16920342	0.15259843	0.13977872	0.1630146	0.17844236	0.17408827	0.17369857	0.16263475	0.15893619	0.15273282	0.16156241
0.17301421	0.17455119	0.17732076	0.17793827	0.16520087	0.15379961	0.1599	0.16696309	0.19062282	0.18301526	0.1817649
0.16778524	0.15289503	0.13813858	0.13416588	0.12926623	0.15923907	0.17459111	0.16371395	0.16310893	0.17485815	0.18013443
0.18264827	0.17933406	0.16582598	0.15318722	0.14034756	0.13657896	0.14375162	0.14984067	0.17586327	0.199645	0.26157758
0.29033667	0.2966077	0.32621807	0.29003268	0.28538224	0.3024554	0.32406503	0.40829277	0.37409285	0.35570037	0.35305402
0.34701133	0.37582165	0.3875519	0.4082681	0.39592108	0.37929204	0.42978868	0.43387008	0.43417406	0.4147299	0.4398189
0.4266517	0.42164856	0.39942166	0.34019983	0.24569312	0.17806306	0.13875231	0.11318087	0.093617775	0.08431478	0.08128254
0.08394347	0.0970159	0.112258725	0.118481345	0.1335771	0.1838391	0.22917949	0.25510186	0.27343416	0.27179047	0.25888678
0.2220096	0.20315999	0.20471884	0.22211966	0.21700121	0.17030358	0.14976151	0.1592346	0.19614087	0.19363044	0.20353432
0.23053274	0.22444044	0.23224169	0.22130504	0.20502554	0.18099971	0.15182158	0.13552186	0.12149117	0.1130516	0.1073693
0.1047774	0.07689192	0.0719069	0.08263731	0.10050424	0.11695527	0.111763604	0.09689269	0.093407206	0.081098385	0.07090415
0.06320051	0.05985079	0.06406075	0.06431771	0.059261914	0.055710077	0.055954207	0.056545146	0.062131036	0.06997176	0.0672928
0.06274257	0.06489343	0.06606331	0.07845582	0.08413778	0.08002741	0.0830532	0.09070864	0.098487414	0.09300091	0.08844415
0.0914601	0.10310249	0.10837401	0.114353105	0.16750407	0.15650353	0.1376449	0.12613311	0.12183902	0.13136797	0.1490601
0.17700557	0.18823184	0.20169136	0.23535627	0.28992498	0.34677517	0.4350426	0.44996947	0.44600904	0.3924772	0.3436071
0.25378308	0.20478062	0.1770699	0.14472935	0.12626599	0.11539328	0.11541527	0.11905827	0.10376832	0.11565552	0.12555298
0.131048	0.14440502	0.15296358	0.14941925	0.1472967	0.14405526	0.14255427	0.12618975	0.11492826	0.107102565	0.10019846
0.094119385	0.09713109	0.1011054	0.11370383	0.117255084	0.11270303	0.11647446	0.122596726	0.09430635	0.1003452	0.113872
0.124664724	0.12800892	0.13822551	0.15022738	0.14912222	0.15085472	0.15119827	0.14248452	0.15434383	0.13357346	0.13570282
0.13949947	0.15312852	0.13385421	0.122375846	0.11546783	0.13023454	0.1536789	0.16015603	0.1547055	0.1506168	0.13700491
0.12773101	0.13098352	0.1484656	0.14683293	0.13619047	0.12818745	0.14152902	0.15678552	0.16454497	0.13652983	0.14443192
0.108576365	0.15322572	0.16655836	0.18498763	0.20471248	0.20711133	0.22210896	0.2838051	0.35049316	0.37943813	0.4059251
0.39658603	0.30259767	0.20297344	0.14319514	0.15629105	0.17178088	0.19326672	0.19510622	0.19190301	0.19138896	0.1649574
0.16956036	0.16941935	0.16303325	0.15501703	0.13797757	0.125917	0.11159817	0.094708815	0.074564956	0.064944044	0.051217414
0.047691397	0.0477945	0.054339383	0.05750023	0.06749346	0.08762235	0.11043111	0.13405962	0.1445333	0.1453758	0.1450541
0.1380447	0.13297723	0.12909286	0.12543374	0.104456924	0.088617675	0.10177151	0.13240848	0.17958696	0.2351625	0.3100872
0.36225116	0.38560268	0.41091305	0.4156692	0.4256892	0.36772344	0.3793665	0.5050292	0.5741946	0.5844296	0.6307112
0.6382998	0.6291579	0.6179228	0.5897315	0.6092078	0.5822238	0.5949956	0.5044981	0.48151755	0.52757573	0.60728496
0.6471761	0.6682691	0.7087412	0.7475959	0.74580544	0.74878657	0.7546172	0.7858463	0.78675467	0.78634816	0.76529866
0.7515706	0.7303949	0.70911455	0.6883475	0.6521419	0.67936087	0.69425005	0.74468243	0.7184059	0.73170036	0.7290508
0.71579844	0.68876374	0.61779404	0.49691626	0.43443596	0.37696782	0.3635654	0.36771104	0.36470377	0.3591698	0.3689135
0.447081	0.46085623	0.4720648	0.49022433	0.49844363	0.49208844	0.49279305	0.48910967	0.49683085	0.49413282	0.48425135
0.4748669	0.4858844	0.4991897	0.50431174	0.51295865	0.51006705	0.48971668	0.43260664	0.3871644	0.35056692	0.32062235
0.30424508	0.28170833	0.28346208	0.28090233	0.27978092	0.27654028	0.27527967	0.26923624	0.25493762	0.2626188	0.28718778
0.2992717	0.3025708	0.34295407	0.34754878	0.3737898	0.3693236	0.34621936	0.31147927	0.26537058	0.22691384	0.19236799
0.15250787	0.1315774	0.14780344	0.120751485	0.10123629	0.09425138	0.09370622	0.09111836	0.081561595	0.0766206	0.07609523
0.073740475	0.07314265	0.0764835	0.07060792	0.086103134	0.10187809	0.11172335	0.11127118	0.10012008	0.08269387	0.06929151
0.06291427	0.06373589	0.066460595	0.06868055	0.05982352	0.06842275	0.0722929	0.079610474	0.07784236	0.0739313	0.068700045
0.065123245	0.066167794	0.06082299	0.05402644	0.049486343	0.05213568	0.06327912	0.078606196	0.08059698	0.07067478	0.06272008
0.056093033	0.04998563	0.048980374	0.048302826	0.04692671	0.04658438	0.04200413	0.048528075	0.048282705	0.047689103	0.04464259
0.04377045	0.039021283	0.03405449	0.028319195	0.025746845	0.026230592	0.026500415	0.032084297	0.03651361	0.044787064	0.049109317
0.05242098	0.05489239	0.056650605	0.07148671	0.08754474	0.10100679	0.1007015	0.08519004	0.09329887	0.077579185	0.06956175
0.069294326	0.07106955	0.07866933	0.09531278	0.10989064	0.122297436	0.1258044	0.1252189	0.10819459	0.102926865	0.10622185
0.10493952	0.10593031	0.10623545	0.11915583	0.13614704	0.15586376	0.16241454	0.1611693	0.18203135	0.20941119	0.27034333
0.30450323	0.3548011	0.4137556	0.47822416	0.5317372	0.5205838	0.48973572	0.49479803	0.53264207	0.5368947	0.53058124
0.53406733	0.54765195	0.4885526	0.4241061	0.30571353	0.24271584	0.20844518	0.1660923	0.13893235	0.12543452	0.12219686
0.12492701	0.11009901	0.11875471	0.12096757	0.12929343	0.1624939	0.18795241	0.19096904	0.20779979	0.2174789	0.26392332
0.35401872	0.37802288	0.5178549	0.5987139	0.58965725	0.60633814	0.5908283	0.56982	0.56995326	0.577855	0.6049006
0.61694735	0.60206836	0.6205425	0.58293176	0.54958504	0.51978177	0.4892244	0.47122425	0.4615327	0.48142177	0.4897985
0.49236587	0.5112196	0.52614933	0.5501578	0.5542838	0.55174035	0.5592959	0.5846596	0.60960555	0.6026448	0.58826417
0.56971276	0.568388	0.5524576	0.52772826	0.52982926	0.481562	0.4902348	0.4776029	0.47000733	0.45957443	0.4470895
0.41506436	0.40029776	0.38724977	0.38597393	0.3947306	0.3939028	0.40407386	0.3770548	0.3553159	0.36972484	0.37474966
0.36635244	0.36072809	0.36193812	0.32519194	0.32228127	0.31542695	0.30581805	0.26962042	0.27602452	0.2810927	0.27128837
0.27469605	0.27904296	0.2746874	0.28409505	0.29965666	0.31368002	0.29596108	0.31347895	0.30377433	0.2645615	0.25101903
0.2213298	0.19663042	0.183878	0.18026228	0.17717908	0.17704973	0.17741548	0.19268078	0.19953158	0.17184529	0.19979845
0.20686166	0.18758345	0.18376763	0.18967427	0.20869815	0.23576206	0.25487667	0.27045006	0.29124442	0.3320956	0.37688345
0.42649978	0.44616684	0.4949296	0.5353296	0.55606836	0.5355207	0.53135836	0.50097907	0.4763263	0.4084807	0.38247868
0.4090622	0.39667568	0.39933407	0.40055093	0.3885166	0.38907406	0.3738773	0.3636626	0.3726931	0.38053423	0.40244725
0.43134892	0.41227156	0.4269679	0.43078053	0.3974091	0.34635082	0.26304042	0.18631256	0.15984851	0.16121282	0.16842838
0.17510514	0.18722059	0.17548211	0.19162086	0.21919344	0.25710556	0.2909645	0.3312254	0.3323515	0.32575664	0.3023686
0.28381282	0.24876967	0.2264565	0.24181825	0.28741097	0.27971202	0.24683599	0.22087851	0.19895774	0.21069282	0.22826195
0.23925382	0.2629123	0.28052574	0.28847116	0.3270595	0.3341924	0.36673775	0.36876622	0.36873534	0.36578006	0.34332642
0.34395462	0.2773309	0.26321504	0.28068912	0.33675835	0.4793361	0.4535318	0.38709843	0.3566692	0.3202574	0.28786778
0.30896077	0.27298033	0.22478567	0.19108988	0.1750947	0.20370434	0.19138786	0.21270317	0.24592295	0.32922336	0.36652288
0.3612991	0.37076008	0.382458	0.34099054	0.26715234	0.2100727	0.22857812	0.26763555	0.26212987	0.2760371	0.26267302
0.21236749	0.18835679	0.17087322	0.14205939	0.13026431	0.12748946	0.13474075	0.13725318	0.13668285	0.14896494	0.15737708
0.16992255	0.17883374	0.17878695	0.15282376	0.14751814	0.17152515	0.18227172	0.15952428	0.14592737	0.11624127	0.18290858
0.24218638	0.23780935	0.23281309	0.247358	0.26189268	0.26289514	0.24657826	0.2109137	0.18172349	0.15716243	0.14858784
0.13404761	0.11436146	0.11069628	0.1083306	0.09816228	0.08141796	0.066591606	0.06367973	0.06036467	0.055298254	0.054535784
0.06488957	0.08242589	0.10783569	0.11946197	0.118692026	0.10464159	0.11087296	0.13345502	0.14940229	0.16522412	0.15934277
0.1512321	0.11802745	0.13187906	0.14364038	0.15912017	0.1617603	0.15704294	0.1458876	0.13068366	0.11843092	0.11361592
0.09998451	0.08784393	0.084464	0.08328176	0.08625194	0.08565241	0.074145146	0.0685944	0.055826645	0.051760696	0.047820996
0.049705092	0.054192528	0.05755948	0.06590813	0.062495966	0.07450919	0.09146126	0.11816062	0.15118729	0.1788753	0.1924278
0.19516899	0.19517255	0.19214924	0.19987057	0.19388333	0.2032642	0.2083155	0.20782396	0.21186534	0.21677847	0.2234914
0.22474302	0.23224556	0.24405447	0.2527843	0.274089	0.2592757	0.27808455	0.29112822	0.29986584	0.31235394	0.32639307
0.35215646	0.3638792	0.36371878	0.36291414	0.35966757	0.3534004	0.3174819	0.29264373	0.2948618	0.27747527	0.27729788
0.2601259	0.23837107	0.2352436	0.2083995	0.17382102	0.14971016	0.12999447	0.092612304	0.08053888	0.074763276	0.06797719
0.063021615	0.055676203	0.049171552	0.04911955	0.054374456	0.06925872	0.0800112	0.09666337	0.130247	0.14832443	0.16293596
0.14169818	0.1385964	0.14679095	0.16652869	0.2021468	0.2548255	0.36072806	0.39579755	0.42033106	0.3976862	0.4473242
0.510809	0.5236904	0.5415573	0.6128308	0.6098142	0.60425395	0.58552974	0.55956995	0.5277722	0.4709854	0.49215382
0.46914318	0.4359312	0.3480781	0.27703187	0.22167104	0.19308902	0.16520627	0.15021904	0.14289865	0.13919939	0.13018617
0.120219044	0.12359588	0.119721614	0.11679006	0.117127605	0.1212025	0.12876566	0.13563743	0.13784727	0.1322943	0.12621182
0.12236941	0.12258765	0.13672484	0.13450634	0.13416229	0.13426058	0.13364454	0.13354017	0.14098842	0.14592236	0.14197399
0.13629729	0.14116526	0.14813569	0.1661354	0.17137298	0.1751202	0.1787367	0.18210797	0.18317865	0.18726799	0.17899472
0.17285985	0.17318931	0.17870927	0.19177853	0.17116266	0.15441602	0.13612933	0.12428324	0.11378619	0.10732302	0.105874285
0.09796194	0.08953535	0.08349092	0.078717306	0.08249042	0.085738845	0.089160115	0.09257017	0.09204851	0.0945841	0.10305859
0.108134344	0.11197604	0.110139176	0.10877314	0.10901277	0.11448163	0.11382845	0.109257154	0.10892661	0.11159585	0.11732888
0.123304784	0.13363779	0.14507093	0.1640663	0.18717657	0.20997117	0.19989944	0.22027469	0.2880285	0.28673166	0.26039448
0.24577723	0.22793217	0.2325517	0.24046391	0.24163023	0.23402303	0.21856122	0.21590844	0.23354849	0.23666659	0.23676659
0.22251622	0.22777352	0.20918223	0.1909498	0.19023171	0.1636946	0.13790816	0.11932317	0.088542275	0.076757155	0.07698201
0.083138175	0.10109197	0.11470458	0.124289	0.13407013	0.13535751	0.13712095	0.13368556	0.12576672	0.14373729	0.111674175
0.09077804	0.083336316	0.09419054	0.11116276	0.11223129	0.10777559	0.11216914	0.13960639	0.17377989	0.19724526	0.21175101
0.19722737	0.18158907	0.1764923	0.17827196	0.1754269	0.1700977	0.16405898	0.15733846	0.16167204	0.16554959	0.16894597
0.18415233	0.19049862	0.2063995	0.21276033	0.20888165	0.2157734	0.22057217	0.21710686	0.21083619	0.2080035	0.21211196
0.21414831	0.1910095	0.17855407	0.17164005	0.17852446	0.18058452	0.18226644	0.18008207	0.17230721	0.16603	0.15957639
0.14271867	0.148933	0.14253677	0.14238565	0.137134	0.13428202	0.12723108	0.117288485	0.113999546	0.11079849	0.10748734
0.10539855	0.10243865	0.09795332	0.10605975	0.101985455	0.09822767	0.09486732	0.09675218	0.09843669	0.096909836	0.09821236
0.09816412	0.09658772	0.0923378	0.093394846	0.09948336	0.10228397	0.104274355	0.105484694	0.11601729	0.12791212	0.14648978
0.16811472	0.17633425	0.18427712	0.19425642	0.20125113	0.2049491	0.22237703	0.23444085	0.22304834	0.20132633	0.19809535
0.20659994	0.20684692	0.21885413	0.2338124	0.25655964	0.27999863	0.27467757	0.26017615	0.2549211	0.25729454	0.26522806
0.27898934	0.27423438	0.2599391	0.25731167	0.25047165	0.2712302	0.29021072	0.32739225	0.33260432	0.3331527	0.30821413
0.28216228	0.26661542	0.26971892	0.27923822	0.29797855	0.33260185	0.366463	0.37938207	0.41534123	0.49604875	0.5493817
0.5778249	0.59569144	0.6054988	0.6261618	0.6233895	0.5916781	0.5377495	0.4792075	0.41608793	0.36181778	0.32026112
0.28939632	0.25727493	0.23380712	0.21990779	0.20957823	0.20287469	0.19054498	0.17713358	0.16677664	0.17327158	0.17171341
0.22719136	0.24857332	0.25479493	0.287392	0.36123013	0.41355392	0.4620818	0.4908217	0.5170169	0.5351415	0.5519712
0.5441573	0.54525065	0.5305748	0.52020276	0.50350946	0.49360785	0.49825826	0.49268666	0.48353162	0.47243273	0.44252396
0.40071967	0.38210276	0.37364262	0.34579623	0.34571165	0.3361583	0.31670412	0.29043466	0.267673	0.24246909	0.22112012
0.20659555	0.18474121	0.18594846	0.1799677	0.17381832	0.16082975	0.14697996	0.12598673	0.109840445	0.0969866	0.09001404
0.084960155	0.07914676	0.07255795	0.052592635	0.042611953	0.039191782	0.040324558	0.04640239	0.051980052	0.053482164	0.053366512
0.050441794	0.049446184	0.050383788	0.049088236	0.037329927	0.034846608	0.033551812	0.032908734	0.030383157	0.026851207	0.025792424
0.025481664	0.026168367	0.024548411	0.026717559	0.027613094	0.031441413	0.032505043	0.034766637	0.03155901	0.028268063	0.025598243
0.029454507	0.032866176	0.033099905	0.03526591	0.04046679	0.045237467	0.049652196	0.05541228	0.060589995	0.06654584	0.07675946
0.08446304	0.08842467	0.09865302	0.10492717	0.11397253	0.11795489	0.14879315	0.20284466	0.25828943	0.28612876	0.35200647
0.39265615	0.45784202	0.5127839	0.5420721	0.55789727	0.5389655	0.59773874	0.6189744	0.5854435	0.56854475	0.53623724
0.5278579	0.5163711	0.49216345	0.47910237	0.48768193	0.51543707	0.50197965	0.46928248	0.461423	0.43163857	0.42934045
0.5480766	0.626769	0.6725832	0.66343635	0.6323199	0.5926147	0.6066787	0.6225046	0.6269721	0.6286375	0.55277
0.52277845	0.5121195	0.4657887	0.42728266	0.39409652	0.35790262	0.34222725	0.3185537	0.32806513	0.3439089	0.35985443
